PM 2.5,PM 10,CO,CO2
25.1,29.3,1.44687,402.50949
24.6,28.1,1.42938,402.74783
24.2,28.7,1.41206,402.69275
23.5,28.3,1.42243,402.7428
23.5,29.6,1.3813,402.78336
23.2,27.4,1.3678,402.73776
23.6,26.7,1.41206,402.64838
23.9,26.8,1.43986,402.7077
23.2,27.9,1.37454,402.7681
22.0,27.6,1.3949,402.67789
24.0,27.9,1.41551,402.7077
24.0,28.9,1.43636,402.78848
25.9,30.4,1.43986,402.66803
25.3,28.5,1.40518,402.81412
25.6,30.5,1.41897,402.72269
24.4,28.0,1.40518,402.68781
26.7,31.4,1.41551,402.7681
25.8,29.0,1.45392,402.77316
26.0,33.0,1.42243,402.7077
25.3,30.2,1.44687,402.68283
26.6,30.4,1.52223,403.00467
27.5,33.0,1.50039,402.81927
27.0,32.5,1.37454,402.74783
28.8,35.1,1.48956,402.7027
26.8,33.8,1.54434,402.83478
27.5,33.2,1.54434,402.7681
28.8,35.2,1.50401,402.88174
27.2,32.7,1.55921,402.95605
27.6,34.5,1.51492,402.89224
27.6,34.2,1.50039,403.03195
26.9,32.0,1.56669,402.95605
29.2,35.1,1.58174,402.94534
29.5,34.8,1.54804,402.90808
27.4,33.1,1.54804,403.07053
27.0,36.7,1.59691,403.02649
29.3,40.0,1.65092,403.17725
29.5,35.5,1.67847,403.17725
31.3,37.0,1.76749,403.11508
31.4,38.4,1.65875,403.14322
30.2,38.0,1.83887,403.20584
31.1,38.0,1.70238,403.24045
29.4,36.7,1.71444,403.18295
29.6,38.4,1.75925,403.08716
30.6,37.2,1.75925,403.13757
29.1,37.1,1.64312,403.03195
30.2,37.1,1.75103,403.18295
28.8,37.0,1.74285,403.15451
30.8,37.8,1.69838,403.16586
30.9,38.6,1.66268,403.14886
30.3,36.6,1.70238,403.14886
30.4,37.0,1.8092,403.07605
31.7,41.1,1.73469,403.16019
31.8,39.5,1.75103,403.08716
31.4,40.1,1.71444,403.0816
32.1,41.2,1.81342,403.22308
32.1,38.0,1.73876,403.03195
31.4,36.9,1.82611,403.13193
31.2,38.0,1.76337,403.1095
32.9,37.9,1.84314,403.19437
31.7,38.8,1.83035,403.17725
34.3,40.9,1.8603,403.16586
33.0,41.7,1.856,403.18295
34.4,40.2,1.88628,403.20584
34.9,43.4,1.75513,403.0983
34.5,39.6,1.87759,403.28119
35.7,43.3,1.78408,403.20584
33.7,41.8,1.87759,403.20584
32.5,39.1,1.82187,403.13193
32.3,37.6,1.83461,403.13757
36.4,43.3,1.83461,403.21735
38.2,44.3,1.91697,403.1207
38.7,43.8,1.84742,403.25784
39.3,45.1,1.80499,403.14322
43.1,48.4,1.91256,403.20584
46.5,52.2,1.96601,403.07605
46.4,52.1,1.88193,403.21158
41.6,48.8,1.84742,403.21158
45.7,59.2,1.87759,403.1095
52.3,66.7,1.8603,403.18295
67.6,86.9,1.86893,403.3461
70.3,90.0,2.0299,403.29291
70.0,89.7,2.01607,403.30469
60.4,75.7,2.02067,403.24622
58.2,75.5,2.16275,403.28119
57.7,66.6,2.08127,403.18295
48.0,59.6,2.01607,403.05396
46.2,59.9,1.96151,403.11508
38.7,49.6,1.96601,403.14322
37.4,48.5,1.99775,403.21735
38.1,44.8,1.94806,403.2001
38.2,48.8,1.86461,403.13193
41.5,51.1,1.9436,403.20584
44.3,59.3,1.90377,403.18295
46.7,57.2,1.93469,403.20584
45.1,56.9,1.92581,403.30469
46.1,60.9,2.00689,403.06497
47.4,57.2,1.89064,403.24045
47.1,57.1,1.99319,403.18295
49.1,59.5,2.03453,403.20584
47.1,57.8,1.96601,403.29291
48.3,62.9,1.89939,403.07053
52.7,62.6,2.01148,403.18866
50.7,65.0,1.87326,403.25784
50.0,60.0,1.93914,403.13193
49.3,59.9,1.93914,403.16586
58.2,69.2,2.04846,403.18295
71.2,80.1,1.97052,403.23465
74.5,83.6,2.00689,403.11508
73.5,84.5,1.89501,403.18866
71.7,80.6,1.96601,403.22308
66.5,76.3,1.98864,403.20584
52.5,63.6,1.97956,403.14886
43.6,52.8,1.97504,403.2001
39.7,50.2,2.03453,403.24045
40.2,50.0,1.89501,403.2695
38.3,50.5,1.89064,403.14886
38.7,46.2,1.96601,403.1207
37.9,46.0,1.8517,403.18295
36.9,47.9,1.9436,403.05945
37.6,46.3,1.97052,403.19437
36.6,46.2,1.93469,403.1207
37.6,47.5,1.89939,403.02103
34.8,45.4,1.83461,403.11508
36.8,46.1,1.94806,403.05945
34.3,41.1,1.87326,402.97217
33.4,41.8,1.93914,403.0983
33.9,42.5,1.86461,402.98837
34.1,44.9,1.83035,402.9938
35.1,41.8,1.79242,402.97757
35.5,43.5,1.74285,402.97757
35.1,45.4,1.76749,402.96143
36.6,48.6,1.8603,402.83997
35.7,44.6,1.81342,402.9938
38.5,46.6,1.79661,402.9668
36.6,48.4,1.84742,403.00467
37.4,47.0,1.82611,403.01556
34.3,43.9,1.77163,402.91339
35.5,43.9,1.84314,402.97217
34.2,41.7,1.86893,402.94
35.4,46.9,1.73063,402.89752
32.8,41.5,1.77992,403.00467
31.5,36.6,1.78408,403.13193
30.4,39.2,1.68244,402.89224
31.9,38.6,1.80499,402.87125
31.7,40.4,1.75103,402.80899
30.5,39.0,1.67451,402.82443
32.0,40.7,1.74693,402.84515
31.1,37.6,1.67451,402.80383
31.2,38.8,1.71444,402.85037
31.1,39.3,1.69039,402.78848
32.5,39.6,1.76749,402.78336
29.7,35.4,1.77992,402.81927
30.7,38.2,1.61219,402.83997
32.5,38.5,1.67451,402.85556
31.7,46.7,1.65092,402.77316
32.5,40.3,1.69039,402.83478
33.3,40.2,1.67847,402.83478
33.8,44.1,1.64312,402.82962
34.1,40.4,1.60454,402.74783
38.3,47.2,1.60836,402.69275
36.5,46.8,1.61219,402.79871
35.4,44.2,1.60836,402.78848
35.0,43.4,1.6276,402.82962
36.7,43.7,1.63534,402.71768
33.8,42.1,1.61219,402.85556
34.5,42.7,1.71041,402.7681
36.6,46.2,1.55921,402.81412
33.9,42.2,1.54434,402.72769
34.2,42.5,1.6276,402.72769
33.8,41.5,1.64312,402.69275
35.0,45.5,1.68641,402.61914
33.6,39.5,1.50401,402.7681
35.5,44.1,1.50401,402.76303
36.2,41.5,1.57045,402.71768
33.2,42.8,1.50039,402.73273
34.2,43.3,1.69039,402.73776
34.2,44.2,1.54804,402.69275
34.6,41.5,1.57797,402.68781
32.6,42.5,1.51128,402.66803
34.5,46.2,1.61988,402.6582
34.3,44.2,1.57045,402.68781
33.3,41.0,1.56669,402.67297
33.4,39.7,1.54804,402.66312
34.0,43.4,1.50764,402.68283
34.8,42.7,1.56669,402.67789
35.1,42.8,1.49677,402.69275
34.1,41.6,1.52957,402.83997
34.6,44.1,1.54063,402.71768
33.8,42.7,1.48238,402.7077
34.0,41.5,1.43986,402.59497
37.2,46.9,1.49316,402.60461
38.4,47.4,1.5742,402.63373
37.2,46.4,1.57797,402.72769
34.1,42.4,1.54063,402.7529
34.6,41.3,1.51128,402.73776
32.3,40.2,1.51858,402.7027
29.6,38.2,1.53325,402.67297
31.1,37.5,1.45039,402.78336
31.6,40.5,1.52223,402.69772
31.9,37.4,1.52223,402.69275
31.2,39.1,1.43986,402.51886
31.2,38.8,1.49677,402.64838
32.0,40.5,1.47522,402.67789
33.1,39.6,1.45745,402.57578
32.6,40.8,1.47522,402.56143
33.2,39.6,1.48956,402.56143
35.1,44.8,1.44687,402.72269
33.1,38.1,1.47879,402.64838
31.1,41.7,1.44687,402.69772
32.1,39.7,1.3214,402.55194
33.2,44.4,1.39832,402.56143
31.5,38.9,1.3949,402.62885
32.1,42.1,1.47522,402.71768
34.8,44.1,1.46099,402.68781
33.7,42.8,1.45039,402.54245
35.3,43.8,1.37117,402.58536
36.0,45.3,1.47879,402.60944
35.5,46.5,1.45039,402.66803
38.4,49.6,1.50401,402.73273
59.4,70.3,1.47165,402.7681
54.1,69.6,1.44687,402.86603
50.9,69.7,1.61988,402.98837
51.9,68.2,1.69438,403.02103
51.4,72.1,1.65483,403.08716
52.7,74.8,1.69438,403.07053
55.1,81.9,1.77163,403.06497
54.3,77.5,1.76749,403.14322
56.0,82.0,1.75925,403.0816
58.5,83.6,1.74285,403.16586
61.7,90.7,1.88193,403.18866
63.6,92.2,1.78408,403.14886
62.6,92.2,1.78825,403.15451
65.9,99.2,2.01607,403.16019
69.2,100.6,1.82611,403.2001
66.9,98.8,1.97052,403.2001
66.7,99.7,1.88193,403.25784
68.3,101.7,1.9841,403.25784
68.0,100.8,1.9436,403.31647
71.6,104.7,1.95254,403.31058
72.5,109.8,1.9841,403.26367
73.4,114.8,1.95702,403.3461
71.5,105.3,1.99775,403.3461
70.9,107.3,2.16275,403.35205
75.8,113.2,2.12889,403.40607
78.4,121.4,2.16762,403.40607
78.8,115.7,2.16762,403.37
73.9,113.0,2.09073,403.42422
70.8,108.5,2.21684,403.38797
72.7,115.8,2.1872,403.36398
70.8,112.6,2.22182,403.37
69.9,111.9,2.17739,403.48532
76.6,113.2,2.38054,403.35205
72.4,112.6,2.23679,403.47919
71.8,108.7,2.32836,403.38797
74.4,113.5,2.28219,403.56616
75.7,115.3,2.2268,403.43637
75.2,111.7,2.28219,403.45465
77.5,112.4,2.26192,403.37598
73.5,111.7,2.35955,403.54736
74.2,114.1,2.2268,403.47919
72.4,108.2,2.31288,403.38196
69.8,103.6,2.38054,403.45465
72.5,108.8,2.34911,403.44244
67.6,102.8,2.40699,403.44244
67.7,99.0,2.32319,403.37
70.4,104.9,2.39638,403.54736
64.3,100.0,2.39638,403.41815
65.6,96.4,2.38054,403.49149
68.1,101.2,2.37002,403.44244
65.6,103.7,2.65031,403.54736
67.1,107.7,2.39109,403.46078
69.7,106.3,2.36478,403.44855
67.2,102.2,2.43904,403.45465
73.6,105.9,2.35955,403.40607
73.6,109.1,2.43367,403.4303
74.8,107.2,2.38581,403.36398
72.5,104.3,2.33871,403.45465
70.8,104.8,2.39638,403.47302
74.6,107.5,2.4498,403.38196
71.6,103.9,2.27711,403.37598
72.7,105.6,2.42297,403.45465
73.6,105.1,2.33353,403.52243
75.4,109.4,2.30262,403.41815
73.2,103.2,2.46061,403.40607
73.4,107.8,2.32319,403.37598
72.2,103.6,2.32836,403.41211
74.4,106.6,2.41763,403.44244
73.9,109.3,2.34911,403.35205
72.3,115.2,2.22182,403.41815
74.9,107.8,2.27204,403.41211
70.8,104.0,2.30775,403.23465
72.8,105.3,2.38054,403.33423
73.7,107.9,2.36478,403.17725
74.2,111.0,2.29239,403.32239
67.1,99.0,2.32836,403.32831
70.6,104.1,2.37527,403.34015
68.9,100.6,2.36478,403.33423
67.5,103.4,2.22182,403.21158
70.4,104.4,2.35955,403.32239
70.6,101.0,2.32319,403.37598
72.0,105.6,2.32319,403.23465
69.0,102.3,2.30262,403.35803
68.3,97.5,2.22182,403.38196
66.8,97.9,2.20198,403.27533
67.8,95.5,2.27711,403.37
68.3,94.6,2.2418,403.35205
72.0,101.0,2.33353,403.33423
71.6,104.8,2.25184,403.53488
71.6,101.3,2.2268,403.2988
66.5,99.6,2.2975,403.38797
70.6,104.1,2.21188,403.38196
70.9,100.2,2.33871,403.26367
67.7,103.6,2.33353,403.32831
54.2,77.6,2.32836,403.2988
49.3,69.1,2.25688,403.2695
45.7,66.0,2.12409,403.2001
43.4,65.6,2.15789,403.17725
41.6,60.3,2.11451,403.17154
43.2,58.4,1.9841,403.03195
40.4,54.8,2.06716,403.06497
42.5,57.4,2.04381,403.0101
43.4,60.6,2.0299,402.9668
40.8,56.3,1.99775,402.95605
44.0,60.6,1.9436,402.92932
41.9,53.2,1.93025,402.88699
39.1,53.2,1.93469,402.85556
40.5,57.2,1.8603,402.92401
38.4,53.5,1.90816,402.9187
39.5,51.7,1.93469,402.92401
40.4,52.0,1.82611,402.78336
39.7,53.1,1.87326,402.85037
39.9,53.0,1.80499,402.85556
41.8,53.4,1.87326,402.78336
43.2,56.8,1.78408,402.84515
42.1,53.5,1.64312,402.78336
43.9,52.5,1.67451,402.78336
42.8,55.1,1.75513,402.79358
41.2,55.9,1.68641,402.77316
43.2,54.7,1.63534,402.75793
40.1,51.3,1.65875,402.72269
38.7,50.6,1.6276,402.73776
39.3,51.4,1.71041,402.77826
38.5,49.0,1.68641,402.7027
37.7,48.8,1.67451,402.7681
37.2,49.5,1.55176,402.58536
35.9,45.4,1.69838,402.7077
36.9,47.6,1.68244,402.76303
36.9,46.0,1.61219,402.60461
36.2,48.5,1.63146,402.64349
35.3,47.2,1.45039,402.59015
35.3,47.3,1.62373,402.60461
34.1,46.1,1.59311,402.57578
36.5,49.8,1.61988,402.68283
37.1,51.8,1.61219,402.61429
39.0,49.9,1.63922,402.64349
37.2,50.2,1.58931,402.59497
39.3,53.8,1.61988,402.54245
38.6,51.3,1.62373,402.63373
37.2,54.7,1.58174,402.66803
38.3,50.7,1.53325,402.58057
38.1,51.2,1.5742,402.53772
37.6,49.9,1.54063,402.67297
36.5,49.0,1.50764,402.51886
36.4,49.6,1.46099,402.59015
35.0,48.9,1.50764,402.59497
36.2,48.2,1.46809,402.73273
36.0,47.5,1.58174,402.56619
35.9,49.4,1.53325,402.56143
36.1,49.9,1.51858,402.52356
37.4,49.7,1.43986,402.49545
36.2,50.0,1.48596,402.51416
36.5,48.3,1.46809,402.69772
37.3,49.3,1.48596,402.57098
35.4,49.2,1.53694,402.67789
36.2,47.7,1.46099,402.66312
39.6,57.6,1.49316,402.69275
37.5,55.6,1.5259,402.7681
39.7,61.5,1.48596,402.59015
43.4,64.5,1.50764,402.66312
49.1,87.8,1.55548,402.72769
50.1,90.9,1.49316,402.7077
50.7,89.6,1.50039,402.58057
51.4,92.0,1.60072,402.7428
49.3,84.0,1.48238,402.78336
43.1,71.2,1.52223,402.7529
44.4,73.4,1.48596,402.64349
44.6,72.5,1.52957,402.7027
45.0,77.2,1.5742,402.77826
43.8,75.3,1.53694,402.83478
48.0,85.2,1.54063,402.73273
54.6,99.7,1.58174,402.81927
51.9,95.4,1.5742,402.80899
47.2,83.5,1.50764,402.76303
46.7,78.0,1.60454,402.7428
42.5,69.7,1.60454,402.85037
40.6,64.8,1.52957,402.82962
38.4,59.7,1.52223,402.7027
38.8,58.7,1.45745,402.69772
37.4,56.5,1.59691,402.7681
39.4,56.3,1.54804,402.77316
36.2,52.5,1.55176,402.76303
37.1,51.2,1.56295,402.7428
36.0,51.8,1.59311,402.76303
39.1,54.6,1.58553,402.7428
40.3,54.7,1.51128,402.81927
41.1,55.6,1.69838,402.73776
40.8,57.7,1.59691,402.77826
39.1,54.8,1.50039,402.79871
38.3,56.1,1.61219,402.78848
40.9,56.6,1.53694,402.85556
38.7,56.2,1.5259,402.84515
40.5,59.0,1.58174,402.79358
44.6,64.3,1.58553,402.80899
43.8,65.0,1.46809,402.92401
42.1,57.7,1.60072,402.80899
40.2,61.2,1.57045,402.90808
40.8,54.3,1.57797,402.92932
42.5,58.9,1.63534,402.93466
38.5,54.8,1.55176,402.92932
40.9,57.7,1.52223,402.92932
40.5,56.2,1.5742,402.85556
41.2,57.2,1.58931,402.90808
40.0,56.4,1.55176,402.9187
41.2,61.0,1.66268,402.97217
39.6,53.4,1.6276,402.89224
41.2,54.4,1.63534,402.89224
40.7,58.2,1.63922,402.91339
39.4,52.5,1.60072,402.9028
41.3,56.2,1.54434,402.92401
41.3,59.3,1.66662,402.89224
45.3,64.8,1.59311,402.92401
47.2,67.3,1.62373,402.94
47.2,72.1,1.61219,402.94
47.3,71.9,1.63534,402.94534
50.9,77.9,1.60836,402.95605
50.8,80.1,1.63922,402.95605
51.7,75.6,1.66268,402.94534
53.0,77.0,1.69039,402.89752
47.3,69.5,1.65092,402.8765
48.1,67.6,1.63146,403.00467
45.5,66.4,1.62373,402.89752
46.2,64.8,1.63146,402.96143
43.5,62.3,1.66268,403.02649
42.4,66.6,1.61219,402.99924
44.2,63.5,1.6276,402.96143
43.4,63.2,1.65483,402.92932
41.9,59.6,1.53325,402.94534
43.0,60.9,1.62373,402.9668
41.4,57.1,1.69039,402.95068
42.2,61.6,1.66268,402.79871
42.3,59.1,1.65092,402.98837
40.1,58.0,1.71041,402.9668
40.7,54.7,1.60836,402.97217
40.1,54.8,1.67451,402.95605
40.5,53.9,1.69838,402.9938
35.4,49.0,1.62373,403.02103
34.6,46.5,1.62373,403.0101
35.1,49.4,1.65092,402.82962
34.8,49.8,1.61603,402.86078
35.2,49.8,1.60836,402.9668
34.9,48.5,1.60454,402.78848
35.9,47.7,1.65092,402.81927
36.0,50.7,1.60072,402.84515
34.9,45.7,1.63922,402.88699
34.3,46.4,1.63922,402.83997
33.0,46.1,1.61603,402.80383
32.4,46.7,1.63534,402.80899
32.9,46.9,1.54804,402.79358
30.9,43.3,1.51858,402.88699
31.7,43.4,1.61603,402.7529
31.6,43.1,1.54804,402.77316
31.7,43.3,1.53325,402.87125
31.0,43.8,1.61219,402.71768
31.4,42.1,1.53694,402.84515
31.5,46.1,1.58174,402.7681
30.3,43.7,1.51128,402.7077
30.1,41.3,1.61219,402.74783
30.2,40.0,1.48956,402.72269
29.7,38.4,1.56669,402.7027
29.8,39.6,1.52957,402.72269
29.9,42.2,1.57045,402.72269
29.3,40.9,1.58174,402.73273
29.9,40.5,1.58931,402.7027
29.4,42.7,1.45392,402.62399
28.3,39.6,1.49677,402.6582
28.1,42.6,1.49316,402.7077
29.8,47.9,1.46454,402.7027
29.2,50.3,1.50764,402.69275
30.8,56.5,1.50401,402.61914
31.8,54.4,1.41551,402.73776
29.7,47.1,1.48956,402.59497
29.9,47.1,1.53694,402.59015
28.2,44.4,1.3949,402.68781
27.4,41.7,1.46099,402.71268
25.3,41.1,1.43986,402.66312
26.5,36.7,1.45745,402.66312
26.0,38.4,1.47879,402.59979
25.8,36.4,1.54434,402.59979
27.2,42.2,1.47165,402.59497
26.6,36.9,1.40174,402.67789
26.9,39.4,1.42938,402.63861
28.2,41.9,1.43636,402.59015
28.5,43.7,1.43287,402.59979
29.4,48.3,1.48596,402.85037
28.3,42.8,1.45392,402.58057
28.4,41.6,1.45392,402.66803
26.6,42.1,1.41206,402.47223
27.7,40.4,1.42243,402.62399
27.5,38.9,1.40518,402.52826
26.9,39.0,1.41551,402.55194
30.4,46.9,1.37792,402.60461
31.4,50.3,1.41897,402.61914
33.3,54.9,1.45745,402.56143
36.0,57.2,1.41897,402.4584
33.7,51.2,1.41206,402.52356
34.2,52.4,1.47879,402.58057
32.6,47.9,1.37117,402.56143
32.1,46.9,1.41897,402.57578
29.2,43.3,1.3949,402.57098
30.5,44.2,1.39149,402.51886
31.5,48.5,1.45745,402.67297
35.1,55.0,1.4259,402.57578
35.9,56.5,1.41897,402.59497
32.7,50.7,1.40861,402.56619
32.4,45.8,1.3949,402.58057
27.5,41.5,1.3813,402.50949
28.4,42.3,1.35441,402.60461
27.6,38.6,1.40518,402.52356
25.4,34.6,1.35108,402.59015
24.8,33.0,1.35108,402.61914
25.0,34.7,1.35108,402.56619
28.1,42.4,1.41551,402.64349
28.7,43.2,1.3949,402.56143
29.7,48.7,1.3813,402.56143
29.6,49.2,1.3678,402.52826
29.8,49.5,1.43287,402.46301
29.3,46.1,1.4259,402.46301
30.4,46.7,1.34776,402.56143
28.1,45.6,1.38809,402.60944
28.8,43.5,1.40518,402.52356
29.0,46.4,1.35775,402.50949
28.3,40.1,1.3949,402.55194
29.5,48.3,1.42938,402.52356
31.2,50.2,1.3813,402.51886
32.8,59.8,1.31487,402.59015
31.9,53.8,1.29545,402.47687
33.4,54.5,1.42243,402.60461
34.6,59.0,1.3678,402.58057
34.0,54.6,1.3214,402.53299
33.2,53.2,1.43287,402.52356
33.9,54.5,1.35108,402.52356
31.5,50.9,1.32795,402.50012
31.0,50.9,1.3949,402.63373
30.1,46.0,1.37792,402.59497
31.3,45.8,1.3949,402.56619
30.9,50.3,1.39832,402.56619
30.4,48.1,1.34776,402.54718
28.7,41.1,1.39149,402.48151
29.3,46.1,1.29224,402.44461
27.2,43.8,1.32467,402.64349
27.8,40.5,1.37117,402.53772
27.7,36.7,1.36445,402.56143
30.1,43.0,1.28583,402.58057
31.1,43.8,1.31813,402.50949
28.4,39.6,1.28583,402.55667
30.0,42.1,1.35441,402.55667
26.9,37.8,1.40174,402.53299
30.3,42.7,1.33123,402.6582
30.3,44.4,1.38809,402.67297
29.4,38.3,1.38469,402.67297
27.0,35.8,1.33453,402.63861
27.1,37.4,1.42938,402.64838
27.6,38.7,1.32467,402.68781
29.5,39.7,1.33453,402.55194
28.4,37.9,1.35775,402.64349
29.2,38.6,1.35108,402.69275
29.1,38.5,1.37454,402.66803
28.7,35.6,1.43636,402.65329
28.4,38.9,1.37117,402.63373
29.1,37.6,1.37454,402.67297
29.1,38.1,1.32795,402.59497
29.8,40.9,1.36445,402.68781
31.5,43.0,1.42243,402.58057
29.8,39.2,1.31487,402.66312
30.0,39.0,1.39149,402.59979
30.5,37.8,1.41897,402.69275
30.3,38.7,1.33453,402.52356
28.0,35.6,1.41897,402.73273
26.3,36.5,1.39832,402.68283
26.5,38.1,1.44336,402.6582
26.2,35.3,1.41206,402.73273
28.7,39.6,1.38809,402.6582
28.9,38.1,1.41897,402.6582
27.4,35.8,1.32467,402.65329
27.7,34.7,1.36445,402.58536
29.2,37.9,1.37117,402.68283
28.5,37.8,1.39832,402.66803
30.1,39.3,1.34113,402.68781
29.3,37.8,1.43287,402.60461
29.7,38.9,1.3813,402.69772
29.2,38.3,1.3813,402.66803
28.4,41.0,1.36445,402.67789
28.7,41.5,1.29867,402.66803
29.9,40.9,1.40174,402.64349
32.1,44.4,1.40174,402.59497
32.7,44.5,1.41551,402.67789
30.6,39.5,1.41551,402.82443
31.2,40.0,1.46454,402.7027
31.8,41.6,1.41551,402.65329
29.9,41.3,1.4259,402.73273
26.5,37.1,1.38809,402.69772
28.5,40.0,1.40518,402.73273
30.1,39.2,1.3019,402.7681
26.9,38.6,1.41551,402.60461
28.8,39.4,1.3949,402.71768
29.3,40.5,1.47165,402.75793
28.3,39.9,1.42243,402.73776
30.0,39.9,1.40174,402.72769
30.8,40.1,1.3813,402.77316
31.3,43.0,1.41551,402.72769
36.0,50.1,1.41551,402.77316
36.1,49.1,1.4259,402.7681
35.4,47.8,1.40861,402.7428
36.8,49.8,1.51858,402.7529
36.1,49.7,1.46809,402.80383
36.6,50.7,1.55921,402.7077
37.8,53.1,1.48956,402.82443
36.3,52.5,1.49316,402.77826
41.4,62.2,1.45392,402.86078
41.2,64.1,1.45745,402.85556
45.2,72.5,1.60072,402.80899
47.5,76.5,1.50401,402.83997
52.1,83.0,1.48238,402.95068
48.7,72.2,1.50039,402.9187
48.3,69.6,1.46809,403.03195
44.3,67.4,1.58553,402.95068
41.1,60.5,1.5259,402.90808
40.6,57.3,1.55921,402.95605
37.5,55.7,1.56669,402.98297
36.8,51.0,1.55176,402.84515
36.2,52.4,1.50764,402.93466
36.6,52.3,1.50039,402.87125
37.2,55.0,1.5742,402.9668
36.9,52.3,1.60836,403.01556
37.4,53.6,1.57045,403.04294
40.1,60.5,1.61219,403.05945
42.0,58.3,1.56669,402.99924
37.7,52.1,1.63922,402.9938
40.2,55.9,1.62373,402.9668
37.5,53.5,1.60072,403.03195
42.1,57.3,1.65875,402.97217
45.1,60.8,1.67056,403.04294
48.9,66.0,1.6276,403.01556
53.6,73.7,1.62373,403.0101
50.6,68.0,1.67847,403.17725
55.7,70.6,1.67451,402.95605
57.5,77.5,1.60454,403.03195
59.6,77.5,1.66662,403.04294
65.6,80.5,1.64312,403.03745
64.3,80.9,1.63922,403.02103
62.9,78.4,1.58553,403.04843
66.7,84.7,1.66662,403.05396
62.7,76.9,1.67451,402.96143
67.5,81.5,1.66662,403.04294
67.5,79.4,1.61219,403.08716
62.2,80.1,1.69039,402.99924
63.3,82.0,1.59311,403.02649
62.1,78.1,1.60454,403.05396
66.1,80.3,1.60454,402.98297
64.9,80.2,1.63146,403.01556
64.6,78.5,1.76337,403.05396
62.3,77.4,1.61603,403.03745
60.8,72.6,1.63146,402.9187
59.1,71.9,1.67056,402.96143
55.9,69.4,1.70639,402.97217
48.4,61.3,1.69838,402.98297
49.9,66.6,1.72657,403.00467
45.7,62.1,1.61219,403.03745
45.0,59.8,1.65483,403.01556
40.9,57.6,1.67847,403.02649
39.6,56.7,1.63146,403.02649
40.0,57.6,1.67056,403.07053
41.9,58.3,1.67451,402.9668
40.0,52.0,1.73469,402.98297
39.8,52.3,1.53694,402.95068
42.6,56.9,1.66662,402.9938
41.3,57.7,1.63534,403.02649
42.5,56.0,1.70639,403.05396
43.9,58.9,1.65875,402.9668
42.5,57.8,1.74285,403.11508
40.7,51.8,1.65483,402.94
41.8,54.5,1.65483,403.16586
41.5,57.0,1.76337,403.04294
40.7,51.4,1.70238,403.0816
39.8,52.9,1.69438,403.1207
38.9,52.0,1.69838,403.00467
37.7,52.6,1.78825,403.04843
39.6,55.6,1.71041,403.17154
37.3,48.0,1.78825,403.16586
35.8,53.3,1.8008,403.13757
33.1,47.8,1.69039,403.13757
35.3,51.2,1.75925,403.07605
34.5,49.0,1.74693,403.02103
35.1,49.0,1.79661,403.1095
32.2,42.7,1.69438,403.0101
30.0,41.8,1.77992,402.96143
30.4,42.0,1.65875,402.98837
29.2,39.4,1.63146,402.9668
28.7,37.5,1.62373,402.95605
25.3,33.4,1.71847,402.96143
30.6,40.3,1.70238,402.9187
31.2,40.0,1.60072,402.89752
27.4,38.0,1.63146,402.97757
25.7,35.9,1.51492,402.93466
29.7,43.1,1.71041,403.0101
28.4,36.7,1.71847,402.97757
28.3,40.3,1.74285,402.97217
28.5,38.2,1.73469,402.96143
26.9,36.9,1.71847,402.96143
26.5,35.2,1.69039,402.93466
25.4,33.0,1.67056,402.85556
25.9,34.0,1.5742,402.95605
26.0,33.5,1.75513,402.91339
27.0,36.8,1.74693,402.98837
28.6,46.0,1.69838,402.94534
32.1,51.0,1.71444,402.94
32.1,49.1,1.72252,402.99924
33.9,57.6,1.67847,402.91339
33.8,52.7,1.63146,402.98297
32.2,49.7,1.71444,402.97217
28.7,38.4,1.73469,403.02103
27.6,40.3,1.76337,403.01556
35.7,55.3,1.72252,402.96143
37.0,56.3,1.72252,402.9668
35.5,52.9,1.72657,402.95605
30.5,41.5,1.79661,403.03195
27.8,38.0,1.75103,403.02649
32.7,41.6,1.86893,403.09274
33.4,42.5,1.84742,403.09274
30.6,41.6,1.97504,403.12631
28.2,37.5,1.88628,403.18866
25.5,33.8,1.90816,403.1095
24.0,33.1,1.77992,403.30469
24.1,30.0,1.79661,403.49149
23.1,29.1,1.9436,402.95068
26.1,36.1,1.86893,403.21735
26.9,36.5,1.9841,403.16586
26.4,37.3,1.87326,403.22888
23.9,30.2,1.89939,403.31647
23.4,32.2,1.88193,403.26367
24.1,31.6,2.1337,403.47919
23.3,30.4,2.06247,403.26367
23.5,30.4,1.88628,403.11508
23.1,28.6,1.99775,403.22308
24.1,32.4,2.01607,403.30469
25.5,36.1,2.09547,403.28119
24.0,34.0,2.04846,403.38196
23.9,30.3,1.91697,403.21735
23.1,30.4,1.90816,403.18866
23.7,30.9,1.92581,403.13757
24.5,29.3,1.90377,403.14886
23.6,31.2,1.93025,403.2001
25.2,32.2,1.95702,403.28119
24.5,30.1,1.97956,403.26367
24.1,31.3,1.97504,403.40607
24.8,32.1,2.09547,403.31647
25.5,32.6,1.93469,403.31647
24.8,30.3,2.21188,403.45465
25.1,32.0,2.07185,403.41815
24.7,31.2,1.96151,403.42422
24.9,38.2,2.07656,403.35803
25.4,36.3,2.06716,403.46078
25.2,35.5,2.05312,403.33423
26.3,35.6,2.07656,403.5787
26.7,39.2,2.17739,403.49149
25.3,36.3,2.15303,403.44244
28.7,41.0,2.20693,403.47302
